TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Break and Enter Commercial,2003,10,11,02,45,17XX NANAIMO ST,Hastings-Sunrise,495885.29,5457320.38
Mischief,2003,05,23,22,25,13XX ARBUTUS ST,Kitsilano,488900.47,5457971.35
Offence Against a Person,2003,02,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,02,13,15,00,41XX GLADSTONE ST,Kensington-Cedar Cottage,495591.66,5455030.19
Break and Enter Commercial,2003,12,07,03,00,17XX NANAIMO ST,Hastings-Sunrise,495886.22,5457385.21
Theft from Vehicle,2003,06,02,21,35,E PENDER ST / MAIN ST,Strathcona,492748.76,5458629.98
Mischief,2003,06,26,17,00,26XX CLARK DR,Kensington-Cedar Cottage,494367.2,5456513.63
Theft from Vehicle,2003,02,09,21,30,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Bicycle,2003,08,12,22,00,6X W CORDOVA ST,Central Business District,492301.02,5458898.01
Theft of Bicycle,2003,04,01,00,00,6X W CORDOVA ST,Central Business District,492301.02,5458898.01
Theft from Vehicle,2003,02,10,03,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Break and Enter Residential/Other,2003,12,10,12,10,23XX E 2ND AVE,Grandview-Woodland,495867.45,5457311.48
Theft from Vehicle,2003,06,28,17,00,47XX ARGYLE ST,Kensington-Cedar Cottage,494854.18,5454462.59
Theft from Vehicle,2003,03,27,23,30,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Bicycle,2003,07,03,00,00,6X KEEFER PL,Central Business District,492231.06,5458545.72
Break and Enter Commercial,2003,05,10,17,00,17XX NELSON ST,West End,490026.2,5459531.43
Break and Enter Commercial,2003,05,15,22,00,17XX NELSON ST,West End,490026.2,5459531.43
Theft of Bicycle,2003,01,01,00,00,6X KEEFER PL,Central Business District,492231.06,5458545.72
Mischief,2003,01,12,15,00,7XX HOWE ST,Central Business District,491313.67,5458923.57
Break and Enter Residential/Other,2003,03,24,03,38,23XX E 33RD AVE,Renfrew-Collingwood,495747.95,5454118.82
Theft of Vehicle,2003,02,14,16,30,39XX BOUNDARY RD,Renfrew-Collingwood,498263.65,5455130.05
Theft of Vehicle,2003,03,20,19,45,39XX BLENHEIM ST,Dunbar-Southlands,487008.61,5455471.95
Mischief,2003,05,28,17,00,13XX ALBERNI ST,West End,490722.2,5459451.33
Offence Against a Person,2003,07,08,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,01,28,22,30,54XX INVERNESS ST,Kensington-Cedar Cottage,494201.59,5453666.41
Break and Enter Residential/Other,2003,06,29,12,50,8XX E 13TH AVE,Mount Pleasant,493746.5,5456233.74
Theft from Vehicle,2003,09,12,15,25,6XX RICHARDS ST,Central Business District,491603.59,5458785.56
Mischief,2003,07,05,01,30,13XX ALBERNI ST,West End,490714.77,5459458.42
Theft from Vehicle,2003,10,24,21,00,ABBOTT ST / W PENDER ST,Central Business District,492175.44,5458706.85
Theft of Vehicle,2003,07,15,10,00,38XX WINDSOR ST,Kensington-Cedar Cottage,493905.25,5455348.57
Theft from Vehicle,2003,04,07,22,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Bicycle,2003,05,12,00,30,69XX NANAIMO ST,Victoria-Fraserview,495681.4,5452026.18
Theft from Vehicle,2003,01,07,11,30,7XX CARDERO ST,West End,490504.45,5459761.1
Break and Enter Residential/Other,2003,12,08,10,00,35XX W 26TH AVE,Dunbar-Southlands,486722.04,5455158.63
Offence Against a Person,2003,11,19,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2003,08,21,22,00,69XX KNIGHT ST,Victoria-Fraserview,494362.31,5452091.01
Theft from Vehicle,2003,01,21,09,00,11XX MAINLAND ST,Central Business District,491144.35,5458003.1
Theft from Vehicle,2003,03,21,15,00,10XX HOWE ST,Central Business District,490912.26,5458506.02
Theft from Vehicle,2003,12,05,14,00,47XX ARGYLE ST,Kensington-Cedar Cottage,494854.18,5454462.59
Theft from Vehicle,2003,12,15,02,00,54XX INVERNESS ST,Kensington-Cedar Cottage,494201.59,5453666.41
Theft from Vehicle,2003,01,13,14,30,11XX MAINLAND ST,Central Business District,491144.35,5458003.1
Mischief,2003,03,10,14,23,13XX ALBERNI ST,West End,490667.23,5459516.39
Mischief,2003,06,06,14,00,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494914.99,5456440.14
Theft from Vehicle,2003,01,03,22,00,11XX MAINLAND ST,Central Business District,491144.35,5458003.1
Mischief,2003,02,23,16,00,13XX ALBERNI ST,West End,490667.23,5459516.39
Mischief,2003,01,05,19,00,13XX ALBERNI ST,West End,490667.23,5459516.39
Theft from Vehicle,2003,08,14,19,40,5XX HOWE ST,Central Business District,491572.98,5459167.21
Break and Enter Residential/Other,2003,12,09,14,00,35XX W 27TH AVE,Dunbar-Southlands,486693.31,5455044.05
Break and Enter Commercial,2003,07,02,02,00,17XX POWELL ST,Grandview-Woodland,494892.65,5459012.29
Theft from Vehicle,2003,04,11,09,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft from Vehicle,2003,11,23,21,00,31XX W 8TH AVE,Kitsilano,487303.1,5456941.05
Theft from Vehicle,2003,05,10,22,00,11XX MAINLAND ST,Central Business District,491135.72,5457994.55
Theft from Vehicle,2003,08,03,13,00,5XX HOWE ST,Central Business District,491572.98,5459167.21
Mischief,2003,09,05,10,30,8XX SEYMOUR ST,Central Business District,491251.16,5458553.29
Theft from Vehicle,2003,04,14,21,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft from Vehicle,2003,05,08,01,00,6XX E 10TH AVE,Mount Pleasant,493381.65,5456525.78
Theft from Vehicle,2003,04,29,10,15,GORE AVE / UNION ST,Strathcona,492947.38,5458322.44
Theft of Vehicle,2003,11,15,20,15,38XX W 3RD AVE,West Point Grey,486168.68,5457445.69
Break and Enter Residential/Other,2003,06,10,12,50,35XX W 27TH AVE,Dunbar-Southlands,486706.34,5455053.07
Theft from Vehicle,2003,08,19,17,00,10XX ROBSON ST,West End,491058.23,5458959.0
Theft of Vehicle,2003,06,04,18,30,38XX W 37TH AVE,Dunbar-Southlands,486221.03,5454000.88
Theft from Vehicle,2003,12,11,23,00,10XX EXPO BLVD,Central Business District,491544.52,5458009.74
Theft from Vehicle,2003,08,08,23,00,10XX ROBSON ST,West End,491058.23,5458959.0
Break and Enter Residential/Other,2003,08,22,17,25,23XX E 49TH AVE,Victoria-Fraserview,495786.6,5452465.85
Theft of Vehicle,2003,11,03,22,00,38XX W 31ST AVE,Dunbar-Southlands,486296.29,5454623.85
Theft of Vehicle,2003,09,30,05,45,38XX W 31ST AVE,Dunbar-Southlands,486296.29,5454623.85
Mischief,2003,02,16,12,01,46XX ONTARIO ST,Riley Park,492333.92,5454500.67
Theft from Vehicle,2003,07,08,21,00,5XX HOWE ST,Central Business District,491572.98,5459167.21
Theft of Vehicle,2003,10,04,20,30,38XX W 30TH AVE,Dunbar-Southlands,486168.11,5454731.4
Theft from Vehicle,2003,05,11,13,00,31XX W BROADWAY AVE,Kitsilano,487334.1,5456833.58
Theft from Vehicle,2003,10,15,17,00,47XX BEATRICE ST,Kensington-Cedar Cottage,495145.74,5454430.92
Break and Enter Commercial,2003,05,04,23,00,17XX RENFREW ST,Hastings-Sunrise,496786.67,5457313.76
Break and Enter Residential/Other,2003,04,16,12,40,23XX E 4TH AVE,Grandview-Woodland,495860.55,5457108.85
Break and Enter Commercial,2003,09,15,14,30,17XX RENFREW ST,Hastings-Sunrise,496786.85,5457331.96
Theft from Vehicle,2003,06,06,17,00,56XX YEW ST,Arbutus Ridge,488512.31,5453566.99
Other Theft,2003,09,08,18,44,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Mischief,2003,04,19,14,45,7XX HOWE ST,Central Business District,491331.43,5458928.46
Theft from Vehicle,2003,06,11,13,00,11XX MAINLAND ST,Central Business District,491127.08,5457985.99
Break and Enter Residential/Other,2003,12,10,15,05,23XX E 4TH AVE,Grandview-Woodland,495868.53,5457108.87
Theft from Vehicle,2003,07,27,20,30,7XX HELMCKEN ST,Central Business District,490929.99,5458390.63
Theft from Vehicle,2003,06,16,00,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft from Vehicle,2003,06,27,00,48,5XX HOWE ST,Central Business District,491572.98,5459167.21
Theft from Vehicle,2003,09,04,23,30,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Bicycle,2003,06,17,18,39,64XX VICTORIA DR,Victoria-Fraserview,495217.28,5452521.39
Theft from Vehicle,2003,04,19,13,00,5XX HOWE ST,Central Business District,491572.98,5459167.21
Theft from Vehicle,2003,10,02,18,30,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft from Vehicle,2003,10,16,17,30,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft from Vehicle,2003,10,17,02,15,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Vehicle,2003,06,12,21,30,38XX W 26TH AVE,Dunbar-Southlands,486301.23,5455152.18
Mischief,2003,02,25,10,00,12XX W PENDER ST,Central Business District,491021.55,5459527.91
Theft from Vehicle,2003,06,10,21,00,10XX PACIFIC ST,West End,490298.13,5458316.57
Mischief,2003,02,20,17,00,12XX W PENDER ST,Central Business District,491017.68,5459519.62
Theft of Bicycle,2003,07,25,09,00,64XX SALISH DR,Musqueam,485651.52,5452823.84
Mischief,2003,02,06,09,50,12XX W PENDER ST,Central Business District,491017.68,5459519.62
Theft from Vehicle,2003,12,10,17,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Theft of Bicycle,2003,06,15,17,00,64XX LANARK ST,Victoria-Fraserview,494478.7,5452602.29
Theft from Vehicle,2003,12,29,20,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Break and Enter Commercial,2003,08,07,04,36,17XX ROBSON ST,West End,490204.7,5459819.93
Theft from Vehicle,2003,11,05,02,00,47XX BEATRICE ST,Kensington-Cedar Cottage,495155.48,5454449.74
Mischief,2003,12,16,12,00,46XX OAK ST,South Cambie,490711.99,5454591.75
Theft of Bicycle,2003,05,16,20,40,64XX CROWN ST,Musqueam,485684.66,5452791.79
Theft of Bicycle,2003,06,15,02,00,63XX OAK ST,Oakridge,490665.12,5452764.05
Theft of Vehicle,2003,04,20,01,00,38XX W 18TH AVE,Dunbar-Southlands,486308.69,5455981.28
Mischief,2003,05,18,00,00,32XX W 4TH AVE,Kitsilano,487142.37,5457312.91
Theft from Vehicle,2003,12,29,23,00,34XX VANNESS AVE,Renfrew-Collingwood,497784.41,5453861.16
Mischief,2003,03,29,01,00,45XX HARRIET ST,Kensington-Cedar Cottage,493690.05,5454526.05
Break and Enter Commercial,2003,04,07,09,00,17XX ROBSON ST,West End,490255.78,5459770.27
Mischief,2003,08,12,18,30,35XX COMMERCIAL ST,Kensington-Cedar Cottage,495044.02,5455552.28
Break and Enter Residential/Other,2003,03,31,15,00,23XX E GEORGIA ST,Grandview-Woodland,495840.84,5458389.92
Theft of Vehicle,2003,07,01,22,00,38XX W 16TH AVE,Dunbar-Southlands,486309.65,5456136.56
Mischief,2003,02,15,03,04,12XX W HASTINGS ST,Central Business District,491067.23,5459575.55
Mischief,2003,11,24,02,00,3XX COLUMBIA ST,Central Business District,492569.79,5458843.27
Theft from Vehicle,2003,05,13,10,30,7XX DUNSMUIR ST,Central Business District,491485.39,5459049.95
Offence Against a Person,2003,09,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Bicycle,2003,03,08,19,00,13XX PENDRELL ST,West End,490227.73,5459011.65
Break and Enter Residential/Other,2003,03,07,16,00,23XX E HASTINGS ST,Grandview-Woodland,495867.29,5458718.91
Theft of Bicycle,2003,08,04,00,00,13XX NICOLA ST,West End,489781.4,5458864.17
Theft of Vehicle,2003,04,27,23,00,38XX W 15TH AVE,West Point Grey,486311.2,5456256.51
Break and Enter Residential/Other,2003,12,06,00,00,56XX RHODES ST,Renfrew-Collingwood,496351.76,5453361.22
Mischief,2003,01,28,03,44,4XX W PENDER ST,Central Business District,491853.41,5458896.56
Offence Against a Person,2003,08,25,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,04,11,08,10,23XX E PENDER ST,Grandview-Woodland,495828.64,5458614.95
Mischief,2003,11,14,21,30,8XX SEMLIN DR,Grandview-Woodland,495371.51,5458302.44
Break and Enter Residential/Other,2003,04,12,19,45,23XX E PENDER ST,Grandview-Woodland,495839.05,5458614.96
Break and Enter Residential/Other,2003,04,17,19,00,23XX E PENDER ST,Grandview-Woodland,495839.05,5458614.96
Offence Against a Person,2003,05,10,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,01,12,19,00,8XX E 13TH AVE,Mount Pleasant,493708.82,5456225.03
Break and Enter Commercial,2003,06,15,23,40,17XX VICTORIA DR,Grandview-Woodland,495209.81,5457333.89
Theft from Vehicle,2003,04,11,17,00,5XX HOWE ST,Central Business District,491517.51,5459124.63
Offence Against a Person,2003,08,07,,,OFFSET TO PROTECT PRIVACY,,0,0
Mischief,2003,03,19,00,25,35XX COMMERCIAL ST,Kensington-Cedar Cottage,495044.12,5455557.86
Theft of Vehicle,2003,10,03,00,00,38XX W 11TH AVE,West Point Grey,486321.56,5456658.65
Theft from Vehicle,2003,10,18,12,00,E 13TH AV / ST CATHERINES ST,Mount Pleasant,493788.33,5456228.68
Theft from Vehicle,2003,02,12,00,45,31XX WAVERLEY AVE,Killarney,497023.64,5452684.95
Other Theft,2003,09,09,19,00,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Theft of Vehicle,2003,06,15,15,20,38XX W 10TH AVE,West Point Grey,486324.27,5456764.88
Theft of Bicycle,2003,07,25,02,00,62XX KINGS LYNN ST,Killarney,498111.98,5452785.59
Theft of Vehicle,2003,06,11,21,00,38XX W 10TH AVE,West Point Grey,486324.27,5456764.88
Theft of Vehicle,2003,08,26,17,00,38XX VALDEZ RD,Dunbar-Southlands,487449.72,5455472.81
Mischief,2003,11,13,23,00,8XX SEMLIN DR,Grandview-Woodland,495371.51,5458302.44
Theft of Bicycle,2003,06,17,17,30,62XX KILLARNEY ST,Killarney,496685.32,5452639.51
Break and Enter Commercial,2003,09,08,18,00,17XX W 11TH AVE,Fairview,489531.93,5456571.35
Break and Enter Residential/Other,2003,05,15,06,00,23XX FERNDALE ST,Grandview-Woodland,495809.16,5458548.93
Theft from Vehicle,2003,11,23,01,00,86XX OAK ST,Marpole,490507.02,5450608.43
Other Theft,2003,09,09,19,25,6XX GRANVILLE ST,Central Business District,491445.91,5458896.41
Mischief,2003,04,28,23,40,34XX FRASER ST,Riley Park,493449.16,5455698.61
Theft of Bicycle,2003,06,15,14,20,62XX CAMBIE ST,Oakridge,491507.48,5452828.77
Break and Enter Residential/Other,2003,05,20,11,20,23XX FRANKLIN ST,Grandview-Woodland,495816.77,5458809.31
Break and Enter Residential/Other,2003,07,13,23,45,23XX FRANKLIN ST,Grandview-Woodland,495816.77,5458809.31
Mischief,2003,06,08,00,01,12XX W HASTINGS ST,Central Business District,491023.49,5459585.81
Theft of Vehicle,2003,02,17,22,15,38XX QUEBEC ST,Riley Park,492515.61,5455357.11
Theft of Vehicle,2003,11,29,12,00,38XX PUGET DR,Dunbar-Southlands,487403.34,5455541.58
Break and Enter Residential/Other,2003,09,28,19,00,56XX SHERBROOKE ST,Kensington-Cedar Cottage,494095.36,5453411.83
Break and Enter Residential/Other,2003,09,23,20,00,35XX W 30TH AVE,Dunbar-Southlands,486710.2,5454734.81
Mischief,2003,02,25,23,15,8XX SEMLIN DR,Grandview-Woodland,495371.51,5458302.44
Theft from Vehicle,2003,09,10,17,45,5X LOVERS WALK,Stanley Park,488587.0,5460895.0
Break and Enter Residential/Other,2003,05,09,18,00,56XX STAMFORD ST,Renfrew-Collingwood,497658.42,5453337.88
Theft from Vehicle,2003,10,19,20,30,5X LAKEWOOD DR,Grandview-Woodland,495513.11,5459068.45
Break and Enter Residential/Other,2003,12,29,21,00,23XX GALT ST,Kensington-Cedar Cottage,495752.76,5454472.97
Theft of Bicycle,2003,12,07,08,00,60XX WILLOW ST,Oakridge,491019.04,5453117.65
Break and Enter Commercial,2003,03,29,14,30,17XX W 2ND AVE,Fairview,489454.86,5457460.6
Break and Enter Residential/Other,2003,08,26,09,00,8XX E 12TH AVE,Mount Pleasant,493740.05,5456335.72
Theft of Bicycle,2003,12,05,18,30,60XX TISDALL ST,Oakridge,491131.03,5453126.96
Break and Enter Residential/Other,2003,12,03,23,45,8XX E 12TH AVE,Mount Pleasant,493732.53,5456335.82
Theft from Vehicle,2003,06,10,19,30,10XX PACIFIC ST,West End,490298.13,5458316.57
Break and Enter Residential/Other,2003,10,17,11,59,23XX GRANT ST,Grandview-Woodland,495795.29,5457601.27
Theft from Vehicle,2003,09,06,11,00,79XX YUKON ST,Marpole,491655.29,5451154.56
Break and Enter Commercial,2003,03,07,13,00,17XX W 2ND AVE,Fairview,489518.52,5457449.81
Theft from Vehicle,2003,01,03,16,00,6XX SE MARINE DR,Sunset,493212.66,5450909.8
Break and Enter Residential/Other,2003,05,06,16,45,23XX GRANT ST,Grandview-Woodland,495839.48,5457601.25
Theft of Vehicle,2003,06,26,23,00,38XX ORTONA CRES,West Point Grey,486270.62,5457158.51
Theft from Vehicle,2003,09,01,05,45,6XX SEYMOUR ST,Central Business District,491609.07,5458916.05
Mischief,2003,04,28,23,32,4XX POWELL ST,Strathcona,493074.01,5458928.25
Break and Enter Residential/Other,2003,01,29,17,36,23XX GRAVELEY ST,Grandview-Woodland,495788.79,5457521.4
Break and Enter Commercial,2003,04,21,00,30,17XX W 3RD AVE,Fairview,489452.17,5457362.6
Theft of Vehicle,2003,12,31,09,30,38XX OAK ST,South Cambie,490729.56,5455441.56
Theft from Vehicle,2003,04,19,18,00,47XX BRUCE ST,Kensington-Cedar Cottage,494951.01,5454413.03
Break and Enter Commercial,2003,03,07,19,00,17XX W 3RD AVE,Fairview,489480.89,5457361.88
Offence Against a Person,2003,02,23,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft of Vehicle,2003,05,25,22,00,38XX OAK ST,South Cambie,490726.83,5455357.06
Break and Enter Residential/Other,2003,12,05,14,00,23XX GRAVELEY ST,Grandview-Woodland,495807.3,5457521.57
Break and Enter Residential/Other,2003,03,14,09,05,23XX GRAVELEY ST,Grandview-Woodland,495807.39,5457512.43
Theft from Vehicle,2003,03,15,19,00,31XX WILLOW ST,Fairview,491115.72,5456039.96
Theft from Vehicle,2003,05,03,01,00,31XX WILLOW ST,Fairview,491115.72,5456039.96
Theft from Vehicle,2003,12,17,21,00,31XX WILLOW ST,Fairview,491115.72,5456039.96
Mischief,2003,09,21,01,00,35XX VICTORIA DR,Kensington-Cedar Cottage,495192.84,5455643.62
Theft from Vehicle,2003,07,25,21,30,E 56TH AVE / FRASER ST,Sunset,493379.12,5451818.4
Offence Against a Person,2003,08,27,,,OFFSET TO PROTECT PRIVACY,,0,0
Break and Enter Residential/Other,2003,01,31,10,40,23XX GRAVELEY ST,Grandview-Woodland,495818.49,5457512.53
Theft from Vehicle,2003,03,16,18,00,31XX YEW ST,Kitsilano,488689.26,5456170.64
Theft from Vehicle,2003,10,29,14,00,86XX OAK ST,Marpole,490507.02,5450608.43
Theft of Bicycle,2003,08,22,15,00,60XX FRASER ST,Sunset,493406.98,5452966.91
Mischief,2003,09,20,19,30,12XX W GEORGIA ST,West End,490877.02,5459385.99
Mischief,2003,08,08,17,19,12XX W GEORGIA ST,West End,490877.02,5459385.99
Break and Enter Commercial,2003,01,31,05,08,17XX W 4TH AVE,Fairview,489426.19,5457254.45
Theft from Vehicle,2003,09,28,16,00,86XX OAK ST,Marpole,490507.02,5450608.43
Theft from Vehicle,2003,07,03,05,00,34XX VANNESS AVE,Renfrew-Collingwood,497875.67,5453799.27
Break and Enter Residential/Other,2003,12,15,12,00,23XX HEATHER ST,Fairview,491278.33,5456898.61
Theft of Vehicle,2003,03,05,18,15,38XX MAIN ST,Riley Park,492655.57,5455355.78
Mischief,2003,07,07,21,30,7XX JACKSON AVE,Strathcona,493190.45,5458389.26
Break and Enter Residential/Other,2003,05,12,15,30,8XX E 12TH AVE,Mount Pleasant,493674.77,5456327.43
Break and Enter Commercial,2003,12,09,22,30,17XX W 4TH AVE,Fairview,489464.65,5457253.38
Theft from Vehicle,2003,01,06,22,00,32XX ADANAC ST,Hastings-Sunrise,497373.96,5458296.45
Offence Against a Person,2003,01,18,,,OFFSET TO PROTECT PRIVACY,,0,0
Theft from Vehicle,2003,09,02,21,30,86XX OAK ST,Marpole,490507.02,5450608.43
Theft from Vehicle,2003,05,22,09,00,32XX ADANAC ST,Hastings-Sunrise,497412.61,5458305.25
Mischief,2003,02,25,22,30,8XX SEMLIN DR,Grandview-Woodland,495363.2,5458262.56
Break and Enter Residential/Other,2003,08,14,21,30,23XX HEATHER ST,Fairview,491286.91,5456856.97
Mischief,2003,02,26,00,00,8XX SEMLIN DR,Grandview-Woodland,495362.97,5458273.39
Mischief,2003,07,21,09,25,7XX JACKSON AVE,Strathcona,493190.45,5458389.26
Mischief,2003,09,29,03,17,26XX COMMERCIAL DR,Kensington-Cedar Cottage,494915.71,5456511.92
Mischief,2003,09,02,00,01,7XX JACKSON AVE,Strathcona,493190.45,5458389.26
Mischief,2003,06,17,20,33,30XX MAIN ST,Mount Pleasant,492636.06,5456172.37
Theft of Vehicle,2003,12,27,18,15,38XX MAIN ST,Riley Park,492655.35,5455348.5
Theft of Vehicle,2003,12,14,18,09,38XX MAIN ST,Riley Park,492655.35,5455348.5
Theft of Vehicle,2003,12,07,09,00,38XX MAIN ST,Riley Park,492655.35,5455348.5
Theft of Vehicle,2003,11,21,19,00,38XX MAIN ST,Riley Park,492655.35,5455348.5
Break and Enter Residential/Other,2003,04,14,12,00,23XX HEATHER ST,Fairview,491287.5,5456900.22
Break and Enter Residential/Other,2003,12,03,07,00,78XX MONTCALM ST,Marpole,490122.02,5451258.29
Theft from Vehicle,2003,08,24,23,00,47XX CLARENDON ST,Renfrew-Collingwood,496035.41,5454378.01
Theft of Vehicle,2003,11,13,08,10,38XX MAIN ST,Riley Park,492655.35,5455348.5
Theft from Vehicle,2003,02,04,18,30,32XX ADANAC ST,Hastings-Sunrise,497521.27,5458304.29
Theft of Vehicle,2003,06,17,12,00,38XX MAIN ST,Riley Park,492655.35,5455348.5
Theft from Vehicle,2003,11,14,10,00,32XX ARBUTUS ST,Arbutus Ridge,488870.0,5456063.8
Theft from Vehicle,2003,01,01,12,00,32XX ASH ST,South Cambie,491399.11,5456000.37
Mischief,2003,10,21,18,00,8XX SE MARINE DR,Sunset,493605.03,5450933.21
Theft of Vehicle,2003,06,13,17,10,38XX MAIN ST,Riley Park,492655.35,5455348.5
